1216,152,12,140
1310,19,242,223
1314,164,695,531
1326,152,22,130
1452,132,20,112
1467,32,164,132
1605,15,239,224
1704,151,326,175
1905,192,89,103
2020,132,1,131
2023,556,40,516
2105,87,385,298
2303,1289,240,1049
2313,235,626,391
2317,349,1960,1611
2324,153,40,113
2330,1426,19,1407
2337,193,92,101
2344,1070,1727,657
2345,114,5,109
2363,25,231,206
2371,142,11,131
2383,639,75,564
2392,81,276,195
2409,969,654,315
2412,129,0,129
2426,261,766,505
2430,8,121,113
2442,180,64,116
2448,483,844,361
2542,2,207,205
2610,1541,12,1529
2618,239,74,165
2838,120,0,120
2841,162,49,113
2847,301,20,281
2882,77,218,141
2888,412,564,152
2890,92,225,133
2891,269,4451,4182
2892,439,952,513
2915,109,282,173
3017,133,18,115
3031,133,10,123
3474,774,1169,395
3642,2,130,128
3682,24,138,114
5483,57,617,560
5505,126,493,367
5534,294,160,134
6104,158,34,124
6153,142,12,130
6237,192,5,187
8034,0,191,191
8933,61,209,148
9105,395,193,202
9136,24,146,122
9188,206,11,195
9904,66,537,471
9937,198,18,180
