1216,100,24,76
1304,0,318,318
1507,0,55,55
1532,0,47,47
1541,298,0,298
1565,0,113,113
1707,0,47,47
2002,40,0,40
2034,24,0,24
2049,4,36,32
2201,25,0,25
2311,200,225,25
2313,239,0,239
2317,130,0,130
2327,0,52,52
2374,0,66,66
2379,37,0,37
2382,0,301,301
2395,95,0,95
2412,51,0,51
2430,0,277,277
2454,0,222,222
2637F-,0,78,78
2867,405,0,405
2881,0,714,714
2882,0,308,308
2884,250,0,250
2885,0,1952,1952
2886,0,600,600
2888,0,177,177
2891,0,621,621
2903,0,36,36
3023,0,100,100
3045,225,50,175
3118,39,0,39
3152,0,126,126
3481,0,4511,4511
3617,0,27,27
3661F-,0,69,69
3673F-TPK,100,0,100
4137F-,33,0,33
4906,0,315,315
4919,139,0,139
4935F-,212,0,212
4938,254,0,254
5274,20,0,20
5288F-,79,0,79
5425,0,133,133
5871F-,210,0,210
6166,0,52,52
6239,632,0,632
6277,0,31,31
6278,90,0,90
6285,132,0,132
6505,144,0,144
8069,244,0,244
8213,0,180,180
8299,94,0,94
8406F-,30,0,30
9904,92,69,23
