1229,210,4,206
1301,301,2,299
1303,19,876,857
1305,47,216,169
1319,15,534,519
1444,150,0,150
1447,137,5,132
1452,1007,329,678
1477,150,42,108
1711,67,266,199
1718,19,269,250
1731,321,66,255
1736,253,69,184
1815,940,68,872
2106,0,400,400
2303,912,6078,5166
2312,617,366,251
2317,2635,2158,477
2324,185,27,158
2327,0,250,250
2337,371,659,288
2354,124,462,338
2371,301,22,279
2376,12,140,128
2377,141,505,364
2409,501,3907,3406
2426,184,1012,828
2449,3,577,574
2458,157,4,153
2603,2,961,959
2609,141,1292,1151
2610,0,1002,1002
2634,17,787,770
2637F-,6,211,205
2834,20,232,212
2841,335,215,120
2881,1045,230,815
2882,48,324,276
2888,1,952,951
3017,258,109,149
3034,203,6,197
3035,74,285,211
3078,193,45,148
3105,488,226,262
3297,2,169,167
3380,70,259,189
3479,118,6,112
3527,150,22,128
3593,193,36,157
3665F-,178,22,156
4958F-,678,23,655
6105,19,192,173
6147,339,32,307
6177,131,1,130
6205,131,1,130
6414,6,179,173
8059,129,22,107
8110,12,280,268
8928,112,9,103
9105,29,179,150
