1303,1,424,423
1314,1308,729,579
1409,115,320,205
1464,70,593,523
1604,203,11,192
1704,51,212,161
1718,26,346,320
2024,256,401,145
2301,523,40,483
2303,653,466,187
2311,81,269,188
2312,256,98,158
2313,310,537,227
2324,313,547,234
2330,157,626,469
2337,191,23,168
2344,2249,186,2063
2353,71,1907,1836
2368,207,389,182
2409,615,1946,1331
2443,126,36,90
2448,334,85,249
2458,178,96,82
2489,111,8,103
2492,60,236,176
2618,589,270,319
2845,1031,250,781
2880,288,51,237
2881,36,439,403
2883,46,472,426
2886,28,506,478
2887,108,489,381
2888,343,258,85
2890,94,235,141
2891,81,1234,1153
2892,15,135,120
3035,288,199,89
3049,122,35,87
3054,119,33,86
3057,92,222,130
3078,957,426,531
3234,156,322,166
3264,264,173,91
3474,716,592,124
3481,552,809,257
3545,152,41,111
3698,165,20,145
4915,175,288,113
5009,181,3,178
5243F-,16,177,161
5347,21,340,319
5483,135,38,97
6005,0,238,238
6116,1098,821,277
6196,233,92,141
6505,2,157,155
8033,131,48,83
8086,451,283,168
9105,1141,620,521
9136,465,610,145
