1225,108,0,108
1262F-,0,392,392
1305,97,6,91
1460,282,3,279
1522,4,316,312
1605,1,200,199
1815,34,145,111
2301,305,39,266
2303,23,389,366
2311,5132,184,4948
2316,705,319,386
2317,201,2829,2628
2324,110,663,553
2325,16,267,251
2330,221,1827,1606
2337,120,223,103
2340,501,12,489
2352,54,170,116
2353,94,14,80
2392,356,51,305
2393,12,214,202
2409,190,388,198
2439,94,1,93
2448,202,738,536
2449,222,12,210
2474,207,27,180
2603,329,41,288
2726F-,150,0,150
2812,0,106,106
2823,123,13,110
2880,212,90,122
2883,7,493,486
2884,52,173,121
2886,5,466,461
3054,163,48,115
3105,189,469,280
3264,111,36,75
3474,435,185,250
3481,287,67,220
3514,9,165,156
3673F-TPK,66,194,128
4904,1,1001,1000
4906,208,40,168
4912F-,18,141,123
4952,197,8,189
4977F-,91,1,90
5347,121,856,735
5483,154,491,337
6105,210,25,185
6234,5,121,116
6269,150,67,83
6286,2,141,139
6452F-,4,251,247
8112,206,11,195
8150,4,726,722
8249,210,13,197
8404F-,87,2,85
8926,86,1,85
9108,235,0,235
9904,10,153,143
