1301,0,22,22
1409,0,52,52
1565,0,61,61
2002,461,140,321
2006,0,34,34
2023,0,59,59
2103,66,0,66
2105,6,48,42
2204,0,39,39
2303,55,0,55
2311,34,0,34
2317,12,5764,5752
2323,0,225,225
2330,1181,0,1181
2337,0,187,187
2344,96,0,96
2347,0,78,78
2349,0,198,198
2353,109,0,109
2356,47,0,47
2363,0,65,65
2367,70,0,70
2379,113,0,113
2385,177,0,177
2409,213,0,213
2448,0,523,523
2449,34,0,34
2454,0,413,413
2547,0,41,41
2609,0,645,645
2610,136,0,136
2615,492,88,404
2820,41,0,41
2845,81,0,81
2881,658,190,468
2883,131,0,131
2884,253,0,253
2891,0,140,140
2912,216,0,216
3030,0,100,100
3105,93,0,93
3118,50,0,50
3189,0,19,19
3231,0,97,97
3474,68,0,68
3481,53,0,53
3515,0,13,13
3584,0,48,48
3622,0,48,48
3630,0,31,31
3673F-TPK,114,45,69
4126,0,51,51
4174,49,0,49
4942,0,17,17
5203,0,26,26
5347,160,33,127
5371,101,0,101
6121,138,0,138
6176,11,1071,1060
8103,0,16,16
