1210,23,3,20
1303,0,18,18
1309,1,26,25
1314,40,2,38
1452,1,25,24
1512,15,0,15
1517,10,59,49
1519,0,10,10
1815,0,40,40
2303,44,216,172
2317,12,46,34
2327,11,29,18
2328,5,21,16
2329,20,0,20
2349,66,93,27
2353,401,2,399
2367,30,0,30
2368,15,0,15
2402,50,38,12
2427,70,0,70
2498,24,1,23
2603,128,111,17
2605,25,1,24
2610,0,30,30
2812,50,0,50
2823,23,1,22
2845,0,10,10
2883,22,7,15
2884,7,22,15
2885,24,0,24
2887,0,23,23
2888,85,5,80
2891,12,161,149
2892,11,170,159
2908,20,0,20
3006,0,26,26
3022,15,0,15
3090,2,20,18
3257,15,0,15
3413,1,28,27
3536,70,122,52
3580,0,15,15
3653,0,100,100
4107,15,0,15
4111,18,0,18
4157,31,0,31
4804,0,16,16
4916,23,0,23
5014,2,15,13
5272,30,0,30
5381,0,10,10
6116,43,83,40
6145,15,0,15
6189,0,16,16
6209,2,16,14
6223,2,13,11
6226,26,0,26
8021,13,0,13
8255,32,0,32
8271,23,0,23
