1301,862,93,769
1312,433,57,376
1326,428,53,375
1402,224,442,218
1605,429,10,419
1718,22,249,227
2002,565,197,368
2105,1671,403,1268
2201,422,0,422
2303,469,2266,1797
2311,563,98,465
2313,473,0,473
2317,165,899,734
2330,3394,2414,980
2351,0,207,207
2352,74,475,401
2353,24,420,396
2356,347,18,329
2377,697,1207,510
2393,331,598,267
2408,338,0,338
2409,181,4022,3841
2412,266,746,480
2454,48,1814,1766
2489,505,12,493
2542,449,107,342
2603,4037,0,4037
2610,939,56,883
2615,226,863,637
2823,222,1630,1408
2834,571,32,539
2881,1385,546,839
2882,3058,1056,2002
2883,1129,506,623
2884,202,417,215
2885,332,1285,953
2886,197,954,757
2887,192,1342,1150
2888,5660,0,5660
2890,525,1032,507
2891,129,2785,2656
2903,365,7,358
3037,17,541,524
3231,29,1021,992
3380,398,10,388
3450,141,559,418
3474,177,1500,1323
3481,3760,121,3639
3514,4,250,246
3545,45,1543,1498
4904,182,993,811
4938,36,589,553
5434,492,1,491
5880,1032,169,863
6116,513,2,511
6147,33,277,244
6153,405,0,405
6269,358,1,357
6505,592,152,440
8069,8,2001,1993
