1314,132,17,115
1464,15,92,77
1512,920,7,913
1515,35,131,96
1586,161,0,161
1902,88,4,84
2014,191,42,149
2303,1518,23,1495
2313,42,436,394
2324,261,25,236
2328,144,399,255
2337,0,174,174
2342,0,140,140
2344,4632,2357,2275
2402,155,65,90
2409,13,88,75
2448,235,331,96
2457,261,529,268
2511,669,21,648
2534,0,633,633
2538,252,2,250
2548,121,2,119
2601,132,11,121
2603,1401,0,1401
2605,3,91,88
2610,10,88,78
2641,23,322,299
2801,5,167,162
2834,8,155,147
2889,548,11,537
2892,529,17,512
3013,66,423,357
3056,21,141,120
3071,106,179,73
3260,58,232,174
3390,287,3,284
3483,110,10,100
3514,9,103,94
3673TPK-KY,635,509,126
3682,0,111,111
3707,303,116,187
4716,86,289,203
4958,16,308,292
4968,73,186,113
5349,167,0,167
5425,102,1,101
5491,83,0,83
5820,37,181,144
6116,129,579,450
6145,31,130,99
6153,62,431,369
6182,286,183,103
6191,154,54,100
6285,236,2,234
6456GIS-KY,44,205,161
6525,17,245,228
8069,428,160,268
8255,89,0,89
8404,145,3,142
9945,167,7,160
