1216,0,1000,1000
1262F-,0,232,232
1303,0,223,223
1326,0,170,170
1565,0,13,13
1736,45,0,45
2002,400,0,400
2308,451,0,451
2311,164,0,164
2317,60,43,17
2324,226,0,226
2325,21,0,21
2330,978,15,963
2393,141,0,141
2395,0,6,6
2409,46,0,46
2412,0,155,155
2454,5,97,92
2536,0,38,38
2610,701,0,701
2618,100,0,100
2723F-,0,40,40
2729,0,9,9
2881,100,0,100
2884,502,0,502
2888,1980,0,1980
2891,3855,2000,1855
2903,0,265,265
2912,30,359,329
3034,250,0,250
3189,43,0,43
3474,19,0,19
3598,0,190,190
3673F-TPK,17,0,17
4164,50,0,50
4180,26,0,26
4904,0,143,143
4966F-,145,26,119
6147,80,45,35
6239,44,0,44
6286,18,0,18
6456F-GIS,88,0,88
8406F-,20,0,20
8436,0,15,15
9904,956,0,956
9914,0,66,66
9921,105,0,105
