1216,1,0,1
1262F-,100,0,100
1326,63,0,63
1536,0,10,10
1589F-,3,0,3
2105,1,0,1
2303,0,556,556
2327,100,0,100
2330,246,721,475
2455,40,4,36
2485,0,6,6
2606,72,0,72
2882,0,106,106
2886,800,0,800
3008,0,2,2
3141,0,35,35
3474,1500,0,1500
3611,0,89,89
3658,0,16,16
3665F-,100,0,100
4105,80,0,80
4163,0,55,55
4938,30,0,30
4947F-,0,35,35
4958F-,78,0,78
4966F-,2,0,2
5305,0,319,319
5903,0,5516,5516
6121,10,0,10
6147,0,1000,1000
6202,10,0,10
6223,6,0,6
6462,112,0,112
8406F-,0,22,22
8446,6,0,6
