1217,0,76,76
1227,2,43,41
1309,5,73,68
1337,104,2,102
1455,6,76,70
1611,48,0,48
1707,96,53,43
1815,146,60,86
1904,321,2,319
1905,100,1,99
2023,0,189,189
2317,18,116,98
2327,17,90,73
2337,20,117,97
2344,132,9,123
2349,59,23,36
2371,0,45,45
2402,87,129,42
2409,129,57,72
2419,6,46,40
2458,18,59,41
2475,0,111,111
2499,86,34,52
2641,639,521,118
2820,13,55,42
2845,100,2,98
2881,12,130,118
2885,35,191,156
2887,13,82,69
2888,35,98,63
2891,123,36,87
3051,148,208,60
3202,81,4,77
3481,538,163,375
3514,46,161,115
3519,62,8,54
3561,82,10,72
3576,3,43,40
3686,6,53,47
4934,32,75,43
4944,55,0,55
4960,157,26,131
5258,91,9,82
5701,73,11,62
5820,5,145,140
5880,9,82,73
6116,1524,1090,434
6125,0,67,67
6139,320,941,621
6145,93,34,59
6153,59,0,59
6182,437,380,57
6208,38,0,38
6244,71,10,61
6264,1,42,41
6274,111,2,109
6702,60,10,50
8011,1,78,77
8049,2,40,38
8183,38,4,34
