1216,501,0,501
1476,208,0,208
1507,0,174,174
1580,16,0,16
1590F-,114,0,114
1736,119,0,119
2107,0,398,398
2311,6584,7718,1134
2317,0,368,368
2330,1544,1532,12
2382,1076,0,1076
2404,44,0,44
2441,0,164,164
2454,0,31,31
2474,96,105,9
2548,0,112,112
2881,294,0,294
2883,0,1020,1020
2884,1740,0,1740
2885,4415,0,4415
2891,0,1007,1007
3008,2,3,1
3044,50,0,50
3234,38,0,38
3552,0,88,88
3702,0,192,192
4958F-,0,703,703
5264F-,0,132,132
5274,0,7,7
5306,0,65,65
5903,0,24,24
5904,19,0,19
6176,62,0,62
6239,60,0,60
6269,24,0,24
6415F-,4,0,4
6456F-GIS,18,0,18
8044,0,74,74
8406F-,266,144,122
9914,124,0,124
9933,250,45,205
