1101,265,0,265
1216,200,0,200
1301,417,0,417
1303,240,0,240
1326,767,0,767
1340F-,0,142,142
1402,180,0,180
1590F-,213,214,1
1605,180,0,180
2002,520,0,520
2308,778,504,274
2311,12,2571,2559
2317,1759,0,1759
2330,2271,252,2019
2337,180,0,180
2382,100,490,390
2449,281,0,281
2454,60,123,63
2474,40,55,15
2723F-,0,71,71
2801,220,0,220
2823,439,756,317
2845,220,0,220
2880,300,0,300
2881,505,0,505
2882,340,0,340
2883,600,0,600
2884,3136,187,2949
2885,440,0,440
2886,420,0,420
2887,380,0,380
2888,340,0,340
2890,400,0,400
2891,700,17717,17017
2892,340,0,340
3010,0,58,58
3015,0,390,390
3481,420,0,420
4137F-,0,98,98
4915,720,0,720
5871F-,20,1287,1267
5880,320,0,320
5904,0,8,8
6147,112,275,163
6414,13,21,8
8042,0,62,62
8048,0,70,70
9933,343,0,343
