1319,5,1,4
1338F-,1,0,1
1477,1,0,1
1519,0,5,5
2014,0,1,1
2308,10,0,10
2313,0,18,18
2317,1,0,1
2329,10,0,10
2330,2,0,2
2340,0,6,6
2344,10,0,10
2392,6,0,6
2393,0,2,2
2405,0,3,3
2409,20,0,20
2509,0,1,1
2542,2,0,2
2880,1,0,1
2903,0,1,1
3055,10,0,10
3078,0,13,13
3086,0,1,1
3324,0,1,1
3360,1,0,1
3481,0,1,1
3492,0,1,1
3567,1,0,1
3605,1,0,1
3689,0,15,15
4105,0,2,2
4108,5,0,5
4147,2,0,2
4174,0,1,1
4432,0,1,1
4733,1,0,1
4736,1,0,1
4919,0,5,5
4934,0,1,1
4935F-,0,2,2
4946,0,1,1
4952,1,0,1
4958F-,1,0,1
4991F-,0,3,3
5243F-,0,1,1
5315,1,0,1
6138,8,0,8
6139,1,0,1
6176,1,0,1
6196,0,2,2
6223,1,0,1
6243,0,1,1
6298,15,0,15
6456F-GIS,0,1,1
6509,0,3,3
8049,0,4,4
8069,2,20,18
8924,2,0,2
9912,3,2,1
