1312,150,0,150
1326,64,0,64
1402,500,0,500
1477,0,8,8
1521,0,74,74
1536,38,40,2
1565,22,76,54
1568,0,50,50
1590F-,0,22,22
2049,0,150,150
2105,500,0,500
2303,2000,0,2000
2313,941,0,941
2317,165,0,165
2325,600,0,600
2330,0,50,50
2377,225,0,225
2393,450,0,450
2395,0,3,3
2408,600,0,600
2412,0,1230,1230
2723F-,0,4,4
2882,590,0,590
2886,1600,0,1600
2891,1700,0,1700
3030,86,0,86
3037,0,425,425
3042,125,0,125
3045,530,0,530
3257,0,55,55
3289,0,11,11
3474,450,0,450
4126,170,0,170
4174,0,4,4
4401,63,0,63
4746,0,72,72
4904,770,0,770
4915,230,0,230
4947F-,0,36,36
4966F-,0,24,24
5871F-,673,0,673
6107,0,10,10
6244,1400,0,1400
6245,72,0,72
6409,0,1,1
6451F-,100,0,100
6504,5,28,23
8044,267,0,267
8046,0,98,98
8150,194,0,194
9917,75,21,54
9938,0,126,126
9951,75,0,75
