1437,0,2,2
1522,2,5,3
1566,2,0,2
1708,1,0,1
1783,0,8,8
1806,3,6,3
2049,2,0,2
2317,2,0,2
2345,1,0,1
2379,0,1,1
2421,4,12,8
2428,1,0,1
2472,2,4,2
2474,1,0,1
2637F-,5,0,5
2915,1,0,1
3026,10,0,10
3094,2,0,2
3706,1,0,1
4130,1,0,1
4529,0,1,1
4557F-,0,1,1
4725,2,0,2
4733,1,2,1
4745F-,1,0,1
4952,0,1,1
4958F-,0,1,1
4966F-,1,0,1
5434,0,2,2
6147,2,0,2
6202,2,0,2
6208,0,3,3
6243,2,0,2
6244,0,1,1
6257,0,1,1
6290,0,2,2
6411,0,1,1
8069,2,0,2
8107,0,4,4
8150,0,1,1
8403,1,0,1
8446,0,1,1
