1216,816,47,769
1303,17,42,25
1402,145,0,145
1476,70,0,70
1477,42,0,42
1504,70,0,70
1590F-,0,2,2
2049,0,41,41
2308,30,126,96
2311,130,147,17
2317,673,440,233
2324,123,0,123
2330,4884,417,4467
2332,0,384,384
2354,0,13,13
2355,0,985,985
2382,48,0,48
2385,0,33,33
2412,401,0,401
2449,150,56,94
2474,31,7,24
2498,503,0,503
2823,5,8,3
2881,36,5,31
2882,342,304,38
2883,0,8,8
2886,68,95,27
2887,157,0,157
2891,220,10,210
2912,237,43,194
3034,0,11,11
3045,1,26,25
3491,66,0,66
3552,63,92,29
3665F-,45,0,45
3673F-TPK,0,27,27
3691,33,4,29
3702,0,72,72
3703,0,331,331
4938,27,5,22
4958F-,0,27,27
4966F-,0,10,10
4971F-IET,27,0,27
5388,109,0,109
5871F-,539,0,539
5880,146,0,146
6239,479,2,477
6279,612,0,612
6285,64,0,64
6409,0,78,78
8299,0,6,6
8942,50,0,50
9904,0,3,3
9933,0,55,55
