1471,40,0,40
1536,0,3,3
1742,47,0,47
2049,1,0,1
2101,108,16,92
2103,0,3,3
2340,5,0,5
2344,100,170,70
2405,35,25,10
2408,0,15,15
2409,30,15,15
2419,8,2,6
2421,5,0,5
2458,0,30,30
2606,0,3,3
2609,15,0,15
2610,210,0,210
2928F-,0,13,13
3013,10,0,10
3017,82,80,2
3022,2,0,2
3055,20,0,20
3081,0,4,4
3105,1,43,42
3264,20,0,20
3272,0,45,45
3285,40,22,18
3293,3,1,2
3339,0,4,4
3376,20,12,8
3498,2,1,1
3518,2,0,2
3632,0,80,80
3653,0,16,16
3673F-TPK,2,11,9
3702,0,5,5
4137F-,1,0,1
4174,12,4,8
4529,125,0,125
4924F-,0,10,10
4960,30,35,5
4977F-,0,20,20
4984F-,0,5,5
4991F-,68,0,68
4999,0,20,20
5272,0,3,3
5309,161,166,5
5425,0,2,2
6120,50,0,50
6131,60,5,55
6147,15,330,315
6156,0,10,10
6176,0,20,20
6257,5,0,5
6282,0,876,876
6285,0,20,20
6422F-,20,0,20
6509,55,5,50
8287,0,5,5
8942,0,7,7
