1476,0,11,11
1507,616,0,616
1537,49,0,49
2049,398,0,398
2303,0,4092,4092
2311,390,0,390
2324,0,1215,1215
2330,60,40,20
2474,0,10,10
2499,90,0,90
2880,0,1000,1000
2882,1000,0,1000
3022,200,0,200
3034,720,142,578
3189,0,403,403
3227,0,200,200
3234,0,59,59
3474,100,0,100
3533,100,0,100
3545,0,432,432
4915,200,0,200
4927F-,0,56,56
4942,84,0,84
4958F-,55,0,55
4977F-,20,0,20
5264F-,0,10,10
5490,7,0,7
5903,28,0,28
6279,0,23,23
8016,0,30,30
8021,0,671,671
8044,0,5,5
8086,0,100,100
8299,20,0,20
8454,20,0,20
9110,0,54,54
9802F-,0,49,49
9945,0,400,400
