1321,72,0,72
1447,42,2,40
1531,39,0,39
1711,3,32,29
1802,7,48,41
1815,4,65,61
2014,63,5,58
2025,0,20,20
2030,237,3,234
2303,397,572,175
2313,38,176,138
2317,9,49,40
2340,5,70,65
2363,61,7,54
2367,20,75,55
2401,5,30,25
2405,179,99,80
2426,0,30,30
2442,10,86,76
2478,48,5,43
2489,14,70,56
2609,43,85,42
2890,72,0,72
2891,111,1,110
3027,50,1,49
3032,0,20,20
3037,8,40,32
3045,0,20,20
3059,17,55,38
3236,123,72,51
3290,0,139,139
3362,62,14,48
3535,1,35,34
3576,10,60,50
3596,21,68,47
3646,41,6,35
3682,162,0,162
4529,1,27,26
4939,0,100,100
5425,0,53,53
5443,67,14,53
5452,32,0,32
5880,52,0,52
6116,51,4,47
6120,0,53,53
6126,30,0,30
6145,83,6,77
6147,44,0,44
6173,40,0,40
6176,6,42,36
6196,61,3,58
6209,5,30,25
6257,40,1,39
6422,45,0,45
6532,0,24,24
8039,76,4,72
8064,59,2,57
8110,35,2,33
8183,72,6,66
9907,0,45,45
