1451,8,0,8
1477,0,10,10
1527,0,7,7
1589F-,5,0,5
2301,0,5,5
2313,10,6,4
2330,6,0,6
2344,10,20,10
2359,0,20,20
2392,171,0,171
2406,0,84,84
2455,0,5,5
2481,30,0,30
2609,10,0,10
2636,5,0,5
2637F-,0,30,30
2845,0,5,5
2880,0,17,17
2881,60,0,60
2883,4,0,4
2887,9,322,313
2888,10,0,10
2890,13,0,13
2891,4,0,4
2915,10,0,10
2923F-,0,11,11
3006,0,40,40
3016,30,0,30
3060,10,0,10
3141,3,32,29
3293,0,5,5
3303,0,5,5
3374,0,140,140
3535,27,64,37
3594,11,0,11
3662,0,30,30
3665F-,0,41,41
3673F-TPK,0,15,15
4129,15,0,15
4153,28,0,28
4188,3,15,12
4534,0,15,15
4543,0,6,6
4733,0,8,8
4806,10,0,10
4906,20,0,20
4934,715,549,166
4958F-,6,2,4
5398,20,0,20
6111,30,0,30
6153,5,0,5
6245,10,0,10
6285,0,93,93
6290,30,0,30
6414,0,10,10
6422F-,4,0,4
6456F-GIS,4,0,4
6485,0,16,16
6505,0,5,5
8431,1,30,29
