1303,25,1,24
1305,40,0,40
1314,209,0,209
1340,24,0,24
1440,0,99,99
1456,0,6,6
1515,0,10,10
1519,13,0,13
1568,0,189,189
1586,15,0,15
1907,12,0,12
2002,45,3,42
2014,0,20,20
2201,17,0,17
2324,13,0,13
2328,263,15,248
2330,13,1,12
2349,22,0,22
2353,32,1,31
2354,0,5,5
2371,30,0,30
2388,0,10,10
2409,37,18,19
2458,0,5,5
2461,12,0,12
2488,1,28,27
2603,14,0,14
2618,0,46,46
2636,0,5,5
2801,30,0,30
2891,3,10,7
3006,10,28,18
3031,20,0,20
3048,33,2,31
3057,1,10,9
3071,1,12,11
3207,0,40,40
3481,212,151,61
3567,0,21,21
3625,34,0,34
3673TPK-KY,13,18,5
3706,10,25,15
4141,18,0,18
4552,20,8,12
5309,50,0,50
5410,0,20,20
5483,0,5,5
6116,129,3,126
6129,0,50,50
6207,0,19,19
6220,11,0,11
6525,0,5,5
8040,50,0,50
8107,0,5,5
8215,0,5,5
8410,4,14,10
8433,11,0,11
8443,0,10,10
8933,0,8,8
9960,0,5,5
