1216,51,174,123
1417,20,158,138
1452,280,110,170
1455,27,323,296
1605,782,399,383
1722,100,19,81
2002,6,125,119
2014,109,4,105
2102,40,186,146
2204,2,161,159
2303,273,393,120
2311,125,48,77
2312,185,12,173
2317,214,832,618
2324,266,401,135
2344,160,1462,1302
2352,123,44,79
2353,116,394,278
2356,19,426,407
2371,162,74,88
2383,125,258,133
2401,240,519,279
2409,543,864,321
2412,81,0,81
2454,96,283,187
2511,90,0,90
2614,406,51,355
2618,763,95,668
2634,146,291,145
2833,99,758,659
2834,81,0,81
2841,115,354,239
2845,17,143,126
2856,25,147,122
2881,236,82,154
2884,137,49,88
2885,598,107,491
2886,123,241,118
2887,644,21,623
2889,87,9,78
2890,694,1011,317
2891,1167,166,1001
3019,113,35,78
3231,139,372,233
3380,71,177,106
3431,102,0,102
3481,1074,3199,2125
3704,96,311,215
3706,225,143,82
4933,133,7,126
4938,99,11,88
5469,139,6,133
6116,236,478,242
6153,189,347,158
6285,82,272,190
8112,83,6,77
8215,95,10,85
8933,255,45,210
9108,89,0,89
9188,163,11,152
