1101,10,0,10
1303,1,0,1
1314,5,3,2
1337F-,2,0,2
1712,5,0,5
1714,0,3,3
1718,2,0,2
2311,0,1,1
2330,0,1,1
2344,0,2,2
2345,1,7,6
2354,1,0,1
2356,0,2,2
2374,0,1,1
2377,3,0,3
2406,11,0,11
2408,0,1,1
2409,23,0,23
2426,0,2,2
2441,0,2,2
2448,0,3,3
2454,2,0,2
2458,0,1,1
2603,0,2,2
2820,0,1,1
2883,5,0,5
3005,0,2,2
3017,1,0,1
3105,2,0,2
3432,0,2,2
3450,0,1,1
3454,0,1,1
3474,0,14,14
3499,0,1,1
3605,2,0,2
3628,2,0,2
3653,1,0,1
3664F-,0,2,2
3673F-TPK,1,3,2
3682,50,0,50
3686,7,2,5
4116,0,3,3
4157F*,0,3,3
4167,2,1,1
4168,10,6,4
4414,2,0,2
4934,0,2,2
4952,1,0,1
4958F-,6,0,6
5215F-,0,1,1
5305,2,0,2
5309,2,0,2
5490,1,0,1
5531,0,1,1
6244,0,1,1
6269,1,3,2
6451F-,1,0,1
8049,14,4,10
8383,0,1,1
9907,3,0,3
