1477,10,0,10
1608,0,24,24
1802,223,739,516
2204,325,1314,989
2317,267,0,267
2325,16,0,16
2330,325,155,170
2385,52,0,52
2412,42,0,42
2448,436,1426,990
2454,16,0,16
2474,0,21,21
2524,0,9,9
2606,33,108,75
2609,418,1119,701
2615,0,298,298
2723F-,80,0,80
2731,20,0,20
2882,90,0,90
2886,150,0,150
3044,5,0,5
3189,168,570,402
3561,0,41,41
3658,15,0,15
3673F-TPK,81,620,539
4174,63,51,12
4306,123,0,123
4526,0,14,14
4966F-,1,0,1
5371,0,111,111
5608,0,15,15
6176,11,40,29
6409,0,42,42
6505,315,0,315
8086,766,0,766
8406F-,10,0,10
8916,0,150,150
9933,191,420,229
