1304,0,60,60
1522,0,25,25
2314,0,30,30
2352,30,0,30
2354,0,2,2
2426,5,12,7
2436,0,396,396
2439,383,54,329
2448,0,10,10
2454,0,20,20
2455,3,0,3
2456,341,3,338
2457,726,711,15
2458,0,2,2
2481,10,0,10
2884,1,0,1
3006,12,11,1
3049,20,0,20
3131,50,18,32
3227,0,267,267
3311,5,0,5
3380,13,8,5
3479,0,12,12
3558,3,0,3
3666,0,60,60
3673F-TPK,10,23,13
3682,40,0,40
4147,0,10,10
4157F*,0,422,422
4167,0,50,50
4168,0,50,50
4919,5,10,5
4947F-,0,3,3
4966F-,2,1,1
4979,0,10,10
5230,31,0,31
5309,0,5,5
6160,10,0,10
6188,274,4,270
6237,0,30,30
6244,0,2,2
6411,10,0,10
6457,100,0,100
6509,22,12,10
6514F-,10,30,20
8086,60,0,60
8105,3,0,3
9802F-,2,0,2
